label,sentence_name
LES MCGEHEE: Ooh.,18NasCihOMs_37-8-rgb_front
You have the emulsion side non emulsion side.,2Z3CpALUO9o_31-8-rgb_front
Would you need a more advance degree?,1B-uqjIDMKk_4-8-rgb_front
My name is Sylvia Russell.,aPWX82zLo50_27-5-rgb_front
You just really want to pile it on.,09KiqMdCSKc_8-8-rgb_front
It's like perming your hair.,19f_ac2f2C8_5-8-rgb_front
"English soccer teams all are accessible, by the Internet.",aoJGFkOHUmY_1-8-rgb_front
It hardens very well.,3rW6wKS5nTU_10-5-rgb_front
It's deeper and it's a little stronger.,02QGTJlJYnM_19-8-rgb_front
"Again, you want to keep it natural.",3Uu9_GGILmc_17-5-rgb_front
"I'm Sundae, with Natural Sundae.",2G29ijsPVXI_19-5-rgb_front
Example number one right there.,aOZYGJYBzAo_8-8-rgb_front
Off-season training for football.,0AL_w4FP-vA_0-8-rgb_front
Again.,48DncKS_yN0_13-8-rgb_front
Hi I'm Joe Cuenco with Family Resources.,08nsvHZLNfE_0-5-rgb_front
And you will have another loop on your hook.,0vmzETHEVwg_8-8-rgb_front
Gently touching the back of your head.,0zzQqETJdi8_7-5-rgb_front
"Squeeze, release and pull up.",-7BtY3iQIdo_12-8-rgb_front
"Thumbs down, forward.",48DncKS_yN0_20-8-rgb_front
"And they're very, very simple to draw.",3LhPYQ2oVrc_3-3-rgb_front
It's a quick and easy to process that way.,1kMcBHJ2IPM_5-8-rgb_front
"Hair grows out, your perm grows out.",19f_ac2f2C8_7-8-rgb_front
You can play tug of war with dogs.,bbGZcyIMvCI_16-2-rgb_front
We call this a low ibis arm.,-eaisNdrTS4_6-5-rgb_front
I'm going to use a flat beater.,bcGTWy6jndk_8-8-rgb_front
Okay you can go from there and illustrate that.,1P6n7Tv8oco_7-8-rgb_front
"Where do we want, where do we want go?",5SFfLkf65EY_12-5-rgb_front
Removing makeup is vital.,-6PULg1jlpc_9-5-rgb_front
"What we have is, this is lamination resin.",1mrUTikYY-c_19-11-rgb_front
So go ahead and give it a try.,2SHrot4ryPk_9-5-rgb_front
They're spandex.,2_kMUAuFTXU_6-3-rgb_front
And I have a nice set-up where I work.,1gS4Hb9gpOI_2-8-rgb_front
Does that make sense?,5z6E_azb1Dg_16-3-rgb_front
"Now on this job, it's not really peeling bad.",15bYoBr7BWs_10-8-rgb_front
"Letters, words and spacing.",12_PWBuI3mM_1-8-rgb_front
But the flat leaf is also good to.,1p2RAtkTCxY_2-11-rgb_front
Image and Etiquette Consulting.,0KpJxzHyTUo_10-5-rgb_front
Bring it in and come down.,aD-Fbewpd3s_17-8-rgb_front
It gets fatter towards the barrel.,5sFOPW5LyA4_6-8-rgb_front
I also set the hair.,bALpZEr8flU_7-8-rgb_front
I like to go simple.,18cpZSBTUQE_15-8-rgb_front
"And the longer the shaft, the wider the arc.",1LjH--6h_rk_1-5-rgb_front
This series is going to involve seated poses.,-FC7u7u8AWo_0-8-rgb_front
"One and two, three, four.",14weIYQswlE_29-8-rgb_front
"Different companies, like I said, use different systems.",3epphBG88cE_13-5-rgb_front
My name is Anthony Maddaloni.,5ok8y3eheq8_0-1-rgb_front
It's the same sitting as it is standing.,1Dd3HPlgDWw_6-5-rgb_front
And again the same thing happens.,02LnULLXds4_13-8-rgb_front
What are the benefits of tutoring?,09GN-XezUJg_0-8-rgb_front
Make sure you get all of it on there.,0HfN3Ts0FxQ_16-5-rgb_front
"And of course the really tricky part, the head.",-a9uCz7Bo5E_14-8-rgb_front
There's a couple different styles.,11MdTWBChk0_5-8-rgb_front
Off of all ten nails.,2zPzFyZkZF0_15-5-rgb_front
"Then, let's say you're dialing Bejing.",1cSjZ5kNZw8_14-8-rgb_front
"When you do it, start out here, work in.",-eJI_YOtHNE_15-5-rgb_front
"Alright, we're back.",1DFNcceDcYY_8-5-rgb_front
It is not locked into place.,032PDxai5GE_13-8-rgb_front
How we can locate this Tim Mee point?,1qYHdB1eWQc_3-8-rgb_front
That's just bad news all the way around.,1UBFtrCAL1c_2-5-rgb_front
This is a flexible curve ruler.,11oEwlBqF2M_9-8-rgb_front
"So, go down to the beach and paint.",06St8W_JHok_7-5-rgb_front
"So, your going to get your guard up.",BbM3wYI7H8U_3-8-rgb_front
Here's a cheating method.,1kMcBHJ2IPM_17-8-rgb_front
You can let your legs rest slightly.,1ZG5sQ4Eymg_10-3-rgb_front
"Draw his lower body, kind of like that.",10om04b2LIw_14-8-rgb_front
Okay.,13yrKJ6yOPQ_19-8-rgb_front
I'm here showing you how to wash your jeans.,55bITHs7Kyc_2-3-rgb_front
So she wants electrology.,02QGTJlJYnM_13-8-rgb_front
Jones is showing us what we mean about sit-ups.,02aFykvwx6M_7-8-rgb_front
"Probably, because you forgot to take the paper off.",47DGHJiOzPQ_11-5-rgb_front
And we're making a huge impact.,1QT8l93Llx8_12-5-rgb_front
There's no rush when you're using this blade.,-AZVqXtWGg0_10-8-rgb_front
"One, two, three.",ad4_GWc5XRo_9-8-rgb_front
I'm actually going to do a portrait.,-_3bUhnn4PU_2-8-rgb_front
"The one, the end of two and the four.",1cDoGd8wPfw_3-5-rgb_front
And typically do not focus on therapy.,asnjOLvpsoQ_20-8-rgb_front
Lift and lower.,1WZGAIBhaPs_9-5-rgb_front
So let's try just a couple of these.,1lGojKZsjI4_12-8-rgb_front
What have we added?,5agwuoxNssM_2-5-rgb_front
"And, that's going to cause a problem.",2fTOklTjdMM_15-1-rgb_front
Another hormone that's been studied more is growth hormone.,5c6jezj8l68_7-8-rgb_front
We'll work that three times through.,1DGKsqNpFqs_23-5-rgb_front
And if you decide to be off on guard.,1PhHBWErK9Q_25-8-rgb_front
I'm going to assemble it.,1_N0Aq04tRA_2-8-rgb_front
This is great move.,07U8pEf63Pw_5-5-rgb_front
You can do this with water or different kinds.,a5BJCnXAxWU_11-8-rgb_front
My feet are stacked.,1ey34szkYsQ_8-8-rgb_front
The clips seem to be a little bit sturdier.,04-j8JucIXg_5-8-rgb_front
"But, we don't have a lot.",10mCoCsahVo_8-8-rgb_front
So we have all our pieces in bite size.,0pMxYTo5cKU_9-5-rgb_front
"I'm Jan, see ya.",1NnjqlLI_6s_5-8-rgb_front
Where's the closest one?,1ovWfK_k3-Q_5-8-rgb_front
Bring that nose to that mat.,0EjXICFqrKo_29-8-rgb_front
This is fairly normal.,aPlDljTG2Bo_5-1-rgb_front
So that's one way.,47oJoR2BC34_11-8-rgb_front
Do you play spades?,5Lh23UUvx2M_0-8-rgb_front
So that I can share with you.,aPWX82zLo50_3-5-rgb_front
How to say you're sorry.,3CrOUbBvRkQ_1-5-rgb_front
Are you not a lines guy or gal?,a0te0H5ms1Y_1-9-rgb_front
And I'm supporting from the underside with my thumb.,11bX6_dM6UQ_3-8-rgb_front
I had a laptop.,01j1UveqztE_3-3-rgb_front
"So, take a nice inhale.",aD-Fbewpd3s_9-8-rgb_front
"Very thick filet, hard to cook evenly.",1Vq_uqeckF8_23-8-rgb_front
We would put little things all around that.,0s2JBzhsWXw_1-8-rgb_front
"You have little masks, they're just paper masks.",-1XUnputrgk_11-5-rgb_front
"All right, we're almost done.",1HVI7U22egg_2-5-rgb_front
It's not about--it's not a competition.,13X0vEMNm7M_13-5-rgb_front
And sometimes just ironing it will help but.,0sal9F4RXeY_34-8-rgb_front
"Actually, steam is very good for oily skin.",15HbVwQP1Qw_10-5-rgb_front
Let's not do that.,0xxbsy0Ek9I_4-5-rgb_front
Tuna packets.,10SU1bmcfAw_20-5-rgb_front
"Secondly, she'll position herself nearest to you.",BiBFHSdmhrM_7-5-rgb_front
This is a non-clumping litter.,3JQwNCrx0Wo_4-5-rgb_front
So there's so many different ways you can quilt.,5VseAeFbfgI_25-8-rgb_front
"Okay, you pull.",14vF1lPQCgc_9-8-rgb_front
Knees are bent.,1lmKfz4AyeQ_6-8-rgb_front
or are you looking to retire?,0FrdEk0KBzg_5-1-rgb_front
"Jab, cross, hook, up.",BbM3wYI7H8U_23-8-rgb_front
Bring your nose to the center.,0EjXICFqrKo_16-8-rgb_front
Can you take any longer with our drinks?,1AaO0RFu9j8_10-8-rgb_front
Back and forth.,23_A6ME-alA_7-5-rgb_front
This is the word.,03WUE9zzQY4_7-8-rgb_front
"So, we are down.",1d3UApdR58M_3-8-rgb_front
"When I roll it, so I'll use big rollers.",a9CgIaOL6WQ_8-5-rgb_front
That is over here.,1mrUTikYY-c_16-11-rgb_front
Immerse it.,1mdMz4RkRdA_11-8-rgb_front
It is possible for these floats to get stuck.,1eA1cI1yI7w_14-8-rgb_front
Turn this back.,-AZVqXtWGg0_19-8-rgb_front
Next thing is I shake out my shirt.,-BABPsEWA54_7-3-rgb_front
"So, those are the uses of your bar spoon.",-bTEtrts5ZU_15-8-rgb_front
And the proper new filter.,aI092VEhmRU_12-8-rgb_front
That's the inverted roll.,2oU9Ea0gGsA_9-8-rgb_front
Look how pretty that is.,3TKkSL9OYAg_12-5-rgb_front
There's a mark here and a mark here.,4MXwmQ7Ht6E_15-8-rgb_front
There's such a fear to public speaking.,0G41FMDf9bY_2-11-rgb_front
You can buy these jig rods.,1YUEFVWWCpc_4-8-rgb_front
So there's cross and there's criss cross.,05pLyheXjeo_14-5-rgb_front
Okay.,-BFCJ9zmfOo_3-8-rgb_front
Closing the ribcage to protect your back.,0zzQqETJdi8_10-5-rgb_front
Now there's many different kinds of rice.,0Fdg59G2-SI_3-2-rgb_front
It's divided up by category.,17hrR6QZBdU_16-8-rgb_front
86 gets you into China.,1cSjZ5kNZw8_13-8-rgb_front
How you register your print is up to you.,1Iv4aWWKhxg_0-5-rgb_front
What I'm holding is a classic guitar.,1l6MC-9BQa0_6-5-rgb_front
This is a mattifier.,0HMTm0ljVl8_11-5-rgb_front
Get down.,aJpNFZd3uPw_14-5-rgb_front
"As we press down, turn either counterclockwise or clockwise.",1NsGTF3dlIo_15-8-rgb_front
"Here's a little, nice little bite size focaccia wedges.",1DFNcceDcYY_2-5-rgb_front
You need a day bulb and a night bulb.,4K_f93M-BrA_11-8-rgb_front
You do it to all sides.,1gXWDKek85Y_8-8-rgb_front
"So, use the black, thin marker.",1TU3WpD2Oj0_4-5-rgb_front
And so the sides are the short pieces here.,1XVcFJ97QQs_2-8-rgb_front
"So forward, forward, nice and fluid and back.",1DGKsqNpFqs_10-5-rgb_front
Just continue your blotting.,1Qz0SIXS3no_8-5-rgb_front
Also contraindicated is pregnancy.,0Ft9bREx_G0_4-8-rgb_front
And last breath in.,-dNt6nmRfFE_15-5-rgb_front
It's very hydrating and moisturizing.,1T7lJGCShG0_4-5-rgb_front
"So I'm, inside.",002pHlZGEQ8_14-5-rgb_front
"And then you have your runners, okay?",0Klw2OYcfoE_14-5-rgb_front
"And again, low torque, low speed.",1IRJXMx85Rg_10-5-rgb_front
"Now, there's several different ways you can do that.",2oU9Ea0gGsA_2-8-rgb_front
Mind your limits.,1EVfV97X6iA_15-5-rgb_front
Don't go too deep.,anxhVQxvPGs_14-5-rgb_front
Relax.,1rlbYioN5IA_7-8-rgb_front
Know your limits.,1qBxhsvMUps_5-8-rgb_front
Some of them are worse than others.,3LtXtL6PX0Q_20-5-rgb_front
You place it on the injured area.,0DU7wWLK-QU_6-8-rgb_front
"There's one, two, and three.",01m9yM04RwY_7-3-rgb_front
"That is essentially, what the rule of thirds is.",1PhHBWErK9Q_32-8-rgb_front
And A is major conflict over question mark.,0Dgty_NNa48_2-5-rgb_front
Keep your hands from moving around.,5wuZyWxHXD0_13-8-rgb_front
Do the same thing in all corners.,1ikV8IVFpBw_6-8-rgb_front
Okay.,49P4e1DLm6w_2-5-rgb_front
Okay what worked for me?,5dqnMgr62_w_2-8-rgb_front
"Like, this theme is a patriotic theme.",beiObN0JB7c_4-5-rgb_front
We want to eat this whole fish.,1Vq_uqeckF8_32-8-rgb_front
It can dry like that.,0rsdwK7sHjE_7-5-rgb_front
"Hi, I'm Richard Goms.",1O_X7NnW-HA_0-5-rgb_front
I'm from the Chinese Kung Fu Academy.,1_udNnVFDp4_28-8-rgb_front
They add a nice personal touch to your yard.,-1Uik-vwQoc_8-5-rgb_front
That could save your life.,-eP-kUd9hD8_12-5-rgb_front
There we go.,1-2UTIfxWao_9-5-rgb_front
Shrunken is just shrunken all around.,05snMPwCV98_12-5-rgb_front
Set the blade in the corner.,-AZVqXtWGg0_13-8-rgb_front
I'm Dr. Joe Neely.,221LE0VXCB8_0-8-rgb_front
And just be patient and blot.,1Qz0SIXS3no_6-5-rgb_front
Some people wait for the tape to dry.,a0te0H5ms1Y_25-9-rgb_front
So practice and practice.,aGITFRfpMJA_10-8-rgb_front
This exercise is for spinal extension.,0zzQqETJdi8_0-5-rgb_front
We've got soccer.,1gqVLt2Z-DY_7-8-rgb_front
A Detroit Daisy.,1-iy8qmP4l0_20-5-rgb_front
Arms out away from the body.,-EgUpIYXF3k_13-8-rgb_front
Hereâs our little snowman.,a7BqyLnTfqo_9-5-rgb_front
It's all done through e-mail now.,10mCoCsahVo_14-8-rgb_front
That's called pen scale.,1E4aT0mJ-V4_3-5-rgb_front
"So lets do a forte, a loud entrance.",1nX2jOEHvmQ_4-11-rgb_front
This is the pocket right here.,-EsVrbRTMU4_6-8-rgb_front
"And so, so I unpacked my kitchen first.",23LLbhn_Mjg_19-5-rgb_front
"BEN GRAHAM: Playing offense, you need a bat.",5sFOPW5LyA4_0-8-rgb_front
Under five hundred dollars.,3oSvyY2f4ZQ_16-5-rgb_front
Parsley goes into our salads.,1PyZfKulLtI_7-8-rgb_front
It's made from a special kind of chocolate.,1--HXyOH4kg_9-5-rgb_front
We're going to start stationary.,14fs-ot5KCc_16-8-rgb_front
It'll naturally find its own way.,16n946j6kpM_4-8-rgb_front
"Here, I've trapped.",-c5CKp2JWHE_11-5-rgb_front
I have yellow.,23GbjIU50qw_17-8-rgb_front
Hi!,bCpx9dkhBgc_0-5-rgb_front
Once our pieces are cut we're ready to assemble.,1pPAkrfqnHg_29-8-rgb_front
And you just go around and skim any off.,1jx2aBn_2_U_14-8-rgb_front
You all ways want to make a fire first.,0sY5frjH9nw_22-8-rgb_front
"There you go, you have web sling fluid.",1UvJ0mvrOPw_9-5-rgb_front
Yes.,1F1WadkaAcI_22-5-rgb_front
Cause you don't want to use the fabric scissors.,-aF-wabKgGs_11-8-rgb_front
"One, two, three, four.",5T4P9SM0_ck_28-5-rgb_front
We just line up for the proper size wire.,2L0cIk45VhA_17-1-rgb_front
Good.,2qYc4PAW72o_9-8-rgb_front
Step.,1IRHEhx1lBs_24-5-rgb_front
So keep those hips forward.,0EjXICFqrKo_40-8-rgb_front
There's three ways to do that.,5CGdJ5Cuv5M_4-8-rgb_front
They make ruffs out of different animal hides.,0HjhaTfGAdE_4-5-rgb_front
It all depends on what you're trying to cover.,1T7lJGCShG0_11-5-rgb_front
And that's what they call dribbling.,0CecLZXqzZ4_7-8-rgb_front
"See that, a lot quicker.",11YofC1i8zc_14-8-rgb_front
"Into the pass, thumbs down.",48DncKS_yN0_12-8-rgb_front
This is kind of like asbestos like material.,1dFd3NYkINQ_18-8-rgb_front
Off.,1qksnbHvJLY_6-8-rgb_front
"Oh, her neck looks very uncomfortable.",2kOoZjewAkY_3-8-rgb_front
Another distinct characteristic I would say.,0tbZoN0v4OE_29-8-rgb_front
Ask for help.,0xkcq_PvKLI_11-5-rgb_front
It comes in a couple of different ways.,414pAs3SDu0_2-5-rgb_front
"Despite it being interesting, it's a no go.",06St8W_JHok_20-5-rgb_front
"Seven, eight.",1d3UApdR58M_23-8-rgb_front
O.k.,1Q2BYTlbdiE_16-8-rgb_front
And that exercise is the scissor kick.,3tMjbhSx3zY_21-5-rgb_front
This is what they call a punch down machine.,5HDlLzELoeg_3-8-rgb_front
Now we're going to decorate our boat.,1TU3WpD2Oj0_0-5-rgb_front
The first step.,1gycdY2pcYc_9-11-rgb_front
I'm using a powder and a brush.,-9D6kP1TgbY_6-8-rgb_front
"They're beautiful, beautiful plants.",-70D86eMmIc_14-5-rgb_front
They can be more than happy to help you.,157GUBMm-Yc_14-8-rgb_front
We're going to set a timer.,1D4N5VhBMmg_9-5-rgb_front
Larger stones on the larger muscle groups.,1TymrHMv7nE_8-5-rgb_front
We'll detail all of those as we continue.,1EwP7HtNYR4_10-5-rgb_front
"He's my right hand man, right?",1lmWJvzyngE_8-8-rgb_front
"In fact, I get to do whatever I want.",3mjTbgSBlhE_14-5-rgb_front
"Again, this is just for the natural tip.",aziKlBI09Ug_5-8-rgb_front
Be it semi private or solid.,1uKRohTNHD4_6-8-rgb_front
This being your striking surface.,1dLchY8R6tU_13-8-rgb_front
It actually is T-cell mediated.,1DVNJsslUPw_12-5-rgb_front
This one will be soaked in the water.,1aRcg_P7Vow_9-8-rgb_front
Look at him.,3GKsjSStbaE_8-5-rgb_front
A couple things you can do here.,bHEw7t7tJsc_19-5-rgb_front
But like a jacket.,aGITk8jgtwQ_3-5-rgb_front
"So, lean back into it just a little bit.",1AtdCMxgF2Q_10-8-rgb_front
They also do full body weight training.,17wFk7bkWoo_13-8-rgb_front
"Are they, you know, staunch Republicans?",-aNfi7CP8vM_4-3-rgb_front
Make sure it's getting down into the water.,14_GpqYx36s_4-8-rgb_front
You want to have extra toilet paper.,0HObK-sd2ds_12-5-rgb_front
"Do it right, you'll get it done.",aGITFRfpMJA_18-8-rgb_front
"So, we can't know what this really looked like.",1miDA8brjnI_10-11-rgb_front
Slide up.,1_udNnVFDp4_17-8-rgb_front
Each of these are components of this computer.,bAnA79gWZXI_10-5-rgb_front
So just pat that down gently.,aSafa3cyBuw_31-5-rgb_front
So we've got to take it down.,1FMpHi-f3WY_8-5-rgb_front
Like they're braided.,05pLyheXjeo_9-5-rgb_front
Now I'm ready to treat.,07EGkSiMsL0_0-5-rgb_front
Hello.,-0N0jbyBW6g_0-5-rgb_front
So don't worry about it.,-dSv5URTW8M_11-5-rgb_front
The king is thirteen by himself.,-EdUkSqns3U_2-3-rgb_front
"Cause again, feet planted not so good.",BbM3wYI7H8U_25-8-rgb_front
"So, let's get started pinning this down.",4MXwmQ7Ht6E_29-8-rgb_front
There are different everything?s.,1fjObGfnwLI_8-8-rgb_front
We're ready for business.,0I9Ks-BPfDs_13-5-rgb_front
The non-alcoholic Spiced Punch serves six to eight people.,02WRxAwx-Bo_23-8-rgb_front
I will show you how to use that later.,1mWIOvyqfUI_3-8-rgb_front
How did I do it?,-_6Fmz29bhU_21-1-rgb_front
It's holding on pretty good.,15bYoBr7BWs_44-8-rgb_front
And then extend them.,22TQP3BhbnI_16-5-rgb_front
"Right foot, left up on toe.",-eaisNdrTS4_2-5-rgb_front
Chefs love these.,5VX_yUTOwcU_12-3-rgb_front
Because the sand is very unforgiving.,-eVbw_nRsLI_6-5-rgb_front
You want to peel some carrots up.,1ghvkzsMgbM_7-8-rgb_front
Or any actually designer scarves.,aVY3jET8UVY_9-5-rgb_front
This one also has rub-ons.,bHEw7t7tJsc_5-5-rgb_front
Those are all the rim clicks.,1cDoGd8wPfw_26-5-rgb_front
The heel is out-racing the toe.,1cUIexb0ELM_4-8-rgb_front
It's very easy to do.,53azmnNFcPQ_11-5-rgb_front
That white tape is acid free.,0wKEr2yTE2g_3-8-rgb_front
There is leaded glass.,3mjTbgSBlhE_8-5-rgb_front
That's all it took was one little tiny nip.,1h3mvQDZnBw_25-8-rgb_front
I'm going to use half an onion.,199hEEkd1aU_18-8-rgb_front
Hold it down like so.,1E70qW68aZw_16-5-rgb_front
This is a votive holder.,bHEw7t7tJsc_4-5-rgb_front
"So, those are a few tips on selecting bulbs.",aCc-DzPTDo4_32-5-rgb_front
That's pretty interesting.,06St8W_JHok_12-5-rgb_front
There's beginning stained glass.,3mjTbgSBlhE_7-5-rgb_front
And this is they call terminal sexual hair.,02QGTJlJYnM_18-8-rgb_front
We are going to come back about halfway.,14vF1lPQCgc_1-8-rgb_front
Music inspires fun and creativity.,1EEgqE9W4k8_14-3-rgb_front
"Okay, so we're going to start work.",-BFCJ9zmfOo_7-8-rgb_front
The last level is Non-Union.,1UAQ4pUqRwo_10-3-rgb_front
That's because I didn't keep him held in there.,1TlNisOTK9Q_11-5-rgb_front
"So, that would be at this point.",2QE61mte5v4_8-8-rgb_front
Pin brush is a great finishing type of brush.,2i72vxkUJAs_14-5-rgb_front
"Again, how dark you want your brows to be.",-9D6kP1TgbY_16-8-rgb_front
Like sunscreen.,1BWKlgd8SfA_23-8-rgb_front
And we'll start with the eyes.,BJIygZtYwXM_2-3-rgb_front
Single leg lateral hop.,0AL_w4FP-vA_1-8-rgb_front
Then test riding the bike.,1EkrrxYCFB4_6-5-rgb_front
Permanent marker.,1TU3WpD2Oj0_5-5-rgb_front
And this is being really feisty.,-AZVqXtWGg0_23-8-rgb_front
One and two and.,1hB73-7GUFw_16-5-rgb_front
You don't want to drink from saltwater.,biBBePKaQMY_12-4-rgb_front
What drives the whole play?,0Dgty_NNa48_5-5-rgb_front
So all we're going to do is change directions.,0ta2ddEzBA0_2-8-rgb_front
And this is how we prepare the greenery.,14_GpqYx36s_16-8-rgb_front
That's achieved through makeup.,1fZfM65z0zk_14-8-rgb_front
Let's make it snowing behind him.,1UvJ0mvrOPw_27-5-rgb_front
He's made the decision of electrology.,07EGkSiMsL0_4-5-rgb_front
"Or, you could do it a little bit looser.",2Avq_ST7qPU_5-5-rgb_front
And to go on with your day.,1TulVSuotyY_3-5-rgb_front
It's material that loops around a lot.,1UvJ0mvrOPw_14-5-rgb_front
That's about right.,15bYoBr7BWs_40-8-rgb_front
We're firing up our wok.,077rQK39ycg_3-5-rgb_front
You are going to feel it from the inside.,3WEwTZHf8kI_17-5-rgb_front
Keep pressing into your tripod.,1UG52nvLLVA_31-5-rgb_front
And you'll see that I have multiple air brushes.,-8tIt1vEinQ_3-8-rgb_front
Continue to blot until the area is dry.,1Qz0SIXS3no_11-5-rgb_front
She was malnourished.,00Fc7cZX1gM_5-5-rgb_front
But before I start let me introduce myself.,amLBHkcnUwE_1-3-rgb_front
The plastic wrap sticks to itself.,5uS1lEos3KI_5-8-rgb_front
"Don't panic, don't freak out, it's really not difficult.",0yLGMH8IsQA_3-5-rgb_front
It is the opposite of a round kick.,-Db1NJJFmVI_3-8-rgb_front
"From here, brush.",4MIPkK7F4GM_5-5-rgb_front
Mr. Paper Towel or Mr.,-fSI2e1pqkY_9-5-rgb_front
Both legs are nice and straight.,1lCah99RqJg_5-8-rgb_front
Which means I'm just going to throw it.,1_N0Aq04tRA_1-8-rgb_front
I take my one by one cardboard.,-BABPsEWA54_12-3-rgb_front
Next we come to shoes.,1RKltss46fg_1-5-rgb_front
I am not doing that again.,-fNgnONv_3I_15-5-rgb_front
This is Dr. Paul.,3WEwTZHf8kI_36-5-rgb_front
This is a fluvial canister filter.,17N2zH5tmmI_4-8-rgb_front
I'm using a table saw in this case.,1s7e4sHQiAs_9-8-rgb_front
"Tilt, twist, pivot and pressure.",aSfclJczBL4_10-8-rgb_front
Easiest way to do this is to boil water.,biBBePKaQMY_21-4-rgb_front
Now you can imagine this.,-eP-kUd9hD8_4-5-rgb_front
Just make sure you do that.,1HVI7U22egg_4-5-rgb_front
We've got desktops.,1aRNY8wFqa0_12-8-rgb_front
That's your collar stand.,aGITk8jgtwQ_7-5-rgb_front
"Ta-da, and that's cleaning the glass for painting.",apME2W12Uwo_15-8-rgb_front
"One, it's a premium vodka.",1xKU91ggLeI_6-5-rgb_front
It's not rude to ask.,2-JvO5SCsCc_7-8-rgb_front
You're going to be less predictable that way.,aFIzcs0uO6U_8-8-rgb_front
There we go.,1gXWDKek85Y_42-8-rgb_front
"Tastes dearly, ooh, okay.",-9nBmSvp2Co_10-8-rgb_front
Working the muscles in the back.,0zzQqETJdi8_1-5-rgb_front
Now you can see that it is arced down.,0qYzADqK-Z4_8-8-rgb_front
You must practice a little bit every day.,0xkcq_PvKLI_3-5-rgb_front
Less is more.,0wf7V55xjvQ_19-8-rgb_front
And that's how you rip your strips!,1SwTfvvyM_Y_11-5-rgb_front
This will be easily 50 or 60 feet tall.,1Q1BxWGurrA_8-8-rgb_front
"Because, the tab creates a tighter closure.",2Avq_ST7qPU_18-5-rgb_front
"Again, this is Patti German in New York City.",44Qq77fK4ew_7-3-rgb_front
"One, two, three, four.",1nX2jOEHvmQ_12-11-rgb_front
And that's how lazy pineapple is played.,1eGSa8J2kko_16-8-rgb_front
Her gorgeous self.,b1wLBVvtPCI_9-5-rgb_front
"Score the top of the stopper, that is.",3BMKbpgned0_7-3-rgb_front
You can't lie to yourself.,3WEwTZHf8kI_25-5-rgb_front
And then we have our wings.,-a9uCz7Bo5E_26-8-rgb_front
Right now we're going to focus on our legs.,0Dqrsiqf4pY_1-8-rgb_front
A 28 E is an American DD.,-b7KlePxsAs_10-8-rgb_front
These are in fact the same pink.,02LnULLXds4_6-8-rgb_front
He's going to hit all three punches.,1ei1kVTw23A_15-8-rgb_front
"You're supposed to count until twenty, yeah.",1F1WadkaAcI_24-5-rgb_front
Don't let anyone touch it.,0rsdwK7sHjE_13-5-rgb_front
Highlight and lid.,bhwmLgCrgVU_27-8-rgb_front
Let them know is that enough?,1Yp-xuljnDM_14-8-rgb_front
"Typically, what happens?",15-Lma3_mQ4_3-8-rgb_front
"But, we might choose a sixteen by twenty.",16y-dsX1MDk_14-8-rgb_front
This is actually a clever reference to that.,1rc77BaY7jg_10-8-rgb_front
There we go.,1-iy8qmP4l0_5-5-rgb_front
"Because, that's exactly what it is.",2Avq_ST7qPU_3-5-rgb_front
"All right, here's our old one.",1IRJXMx85Rg_13-5-rgb_front
We're almost finished.,0C_NjyLtHwc_49-8-rgb_front
But this drink actually tastes fantastic.,46UzcCnmGPk_10-3-rgb_front
Step up drop.,5T4P9SM0_ck_3-5-rgb_front
Turn your knife perpendicular to your cutting board.,-fPRgGA3QYY_14-5-rgb_front
This hair is a little bit different.,07EGkSiMsL0_8-5-rgb_front
"Of course, a little bit on the eye area.",2-vXO7MMLJc_11-5-rgb_front
"Now, Faith has a very nice, long spine.",beVJrP2hs8o_12-4-rgb_front
"Once again, this is Gabbie at G.G.",0KpJxzHyTUo_9-5-rgb_front
"Now, when this goes pretty fast.",BbM3wYI7H8U_11-8-rgb_front
Touch your nose.,1TulVSuotyY_14-5-rgb_front
Step together.,5vl23AL3mpY_20-8-rgb_front
You can't never sew the straps too many times.,a4MsS36gmRE_11-3-rgb_front
You see the steam that comes up?,1jx2aBn_2_U_23-8-rgb_front
There's digital zoom and optical zoom.,1retf-icZlQ_8-8-rgb_front
It involves going to open mikes.,1XoT1-gzWfg_8-8-rgb_front
Close again.,09KiqMdCSKc_20-8-rgb_front
It affects our physiological systems.,4EFBr4Oe2ZE_10-8-rgb_front
See how it's filling in really nicely?,08JotxFsA4Y_8-5-rgb_front
"Hi, this is Yolanda Vanveen from vanveenbulbs.com.",1uXVMh-7lmI_0-8-rgb_front
I tend to give two very big horns.,-a9uCz7Bo5E_20-8-rgb_front
And that's one technique for long hair.,3TrDv2IX-cY_18-5-rgb_front
I hope you guys make this.,1HVI7U22egg_18-5-rgb_front
It's four by five.,5ok8y3eheq8_2-1-rgb_front
I don't like the theater.,0v5btE6B2xQ_13-8-rgb_front
This is Kodak dectal paper developer.,0KSak51yxUA_4-5-rgb_front
We are going to turn this into vinyasa.,1SmCdI9u3Sg_1-5-rgb_front
Press up for left and lift.,0EjXICFqrKo_43-8-rgb_front
So Lisa letâs go over some healthier sugar choices.,3Uvzt6qUudA_0-5-rgb_front
This is looking very purple actually.,02LnULLXds4_15-8-rgb_front
Pour it into one quart of water.,1UE7-4mORi0_2-5-rgb_front
"For women, any kind of magazine.",0CrEEBjBSTM_5-3-rgb_front
"I guarantee you, your shoulders will feel better.",-e9uexlpA4g_10-5-rgb_front
Scratches on them.,2Z3CpALUO9o_19-8-rgb_front
